Date,Time,Time Zone,Category,Item,Qty,Price Point Name,SKU,Modifiers Applied,Gross Sales,Discounts,Net Sales,Tax,Transaction ID,Payment ID,Device Name,Notes,Details,Event Type,Location,Dining Option,Customer ID,Customer Name,Customer Reference ID
04/20/18,15:14:01,Eastern Time (US & Canada),None,Pepperoni sticks,1.0,Single,"","",$1.50,$0.00,$1.50,$0.00,FJipJexnN1teaeB3iSPIRj1eV,EWhzBM2abDWlEVQBDg707zMF,CSSU's iPad,"",http://squareup.com/dashboard/sales/transactions/FJipJexnN1teaeB3iSPIRj1eV/by-unit/4YJMFSNQWK476,Payment,CSSU (charity),"","","",""
04/20/18,15:14:01,Eastern Time (US & Canada),Snacks,Protein ,1.0,Regular,"","",$2.25,$0.00,$2.25,$0.00,FJipJexnN1teaeB3iSPIRj1eV,EWhzBM2abDWlEVQBDg707zMF,CSSU's iPad,"",http://squareup.com/dashboard/sales/transactions/FJipJexnN1teaeB3iSPIRj1eV/by-unit/4YJMFSNQWK476,Payment,CSSU (charity),"","","",""
04/20/18,15:10:08,Eastern Time (US & Canada),None,Pepperoni sticks,1.0,2 For 2.50,"","",$2.50,$0.00,$2.50,$0.00,Nlc41GV1aKketiVc9l9oBrzeV,PLqjqh7hKWO0a49o0gGbVxMF,CSSU's iPad,"",http://squareup.com/dashboard/sales/transactions/Nlc41GV1aKketiVc9l9oBrzeV/by-unit/4YJMFSNQWK476,Payment,CSSU (charity),"","","",""
04/20/18,15:04:26,Eastern Time (US & Canada),Snacks,Chips,1.0,"","","",$1.00,$0.00,$1.00,$0.00,BdT24ha3AgByU5eXjIDqfokeV,LeNNAptCqAxeibdTebkt6uMF,CSSU's iPad,"",http://squareup.com/dashboard/sales/transactions/BdT24ha3AgByU5eXjIDqfokeV/by-unit/4YJMFSNQWK476,Payment,CSSU (charity),"","","",""
04/20/18,14:59:40,Eastern Time (US & Canada),Drinks,Pop,1.0,"Classic, 355ml","","",$1.00,$0.00,$1.00,$0.00,FhO7yWXvhp2Gtu9mCbZzp4jeV,HHRQpGy9idGlkmQnZklLrxMF,CSSU's iPad,"",http://squareup.com/dashboard/sales/transactions/FhO7yWXvhp2Gtu9mCbZzp4jeV/by-unit/4YJMFSNQWK476,Payment,CSSU (charity),"","","",""
04/20/18,14:59:40,Eastern Time (US & Canada),Snacks,Chips,1.0,"","","",$1.00,$0.00,$1.00,$0.00,FhO7yWXvhp2Gtu9mCbZzp4jeV,HHRQpGy9idGlkmQnZklLrxMF,CSSU's iPad,"",http://squareup.com/dashboard/sales/transactions/FhO7yWXvhp2Gtu9mCbZzp4jeV/by-unit/4YJMFSNQWK476,Payment,CSSU (charity),"","","",""
04/20/18,14:59:22,Eastern Time (US & Canada),Drinks,Arizona,1.0,"Regular Price, 500ml","","",$1.25,$0.00,$1.25,$0.00,9pcFlMHKUqFSFytTdXKhmWkeV,IU3OmdoCM8c8VdZZsGyvbyMF,CSSU's iPad,"",http://squareup.com/dashboard/sales/transactions/9pcFlMHKUqFSFytTdXKhmWkeV/by-unit/4YJMFSNQWK476,Payment,CSSU (charity),"","","",""
04/20/18,14:59:22,Eastern Time (US & Canada),Snacks,Chips,1.0,"","","",$1.00,$0.00,$1.00,$0.00,9pcFlMHKUqFSFytTdXKhmWkeV,IU3OmdoCM8c8VdZZsGyvbyMF,CSSU's iPad,"",http://squareup.com/dashboard/sales/transactions/9pcFlMHKUqFSFytTdXKhmWkeV/by-unit/4YJMFSNQWK476,Payment,CSSU (charity),"","","",""
04/20/18,14:59:22,Eastern Time (US & Canada),Chocolate & Candy,Pocky,1.0,Chocolate,"","",$2.00,$0.00,$2.00,$0.00,9pcFlMHKUqFSFytTdXKhmWkeV,IU3OmdoCM8c8VdZZsGyvbyMF,CSSU's iPad,"",http://squareup.com/dashboard/sales/transactions/9pcFlMHKUqFSFytTdXKhmWkeV/by-unit/4YJMFSNQWK476,Payment,CSSU (charity),"","","",""
04/20/18,14:59:22,Eastern Time (US & Canada),Drinks,Arizona,1.0,"Regular Price, 500ml","","",$1.25,$0.00,$1.25,$0.00,9pcFlMHKUqFSFytTdXKhmWkeV,IU3OmdoCM8c8VdZZsGyvbyMF,CSSU's iPad,"",http://squareup.com/dashboard/sales/transactions/9pcFlMHKUqFSFytTdXKhmWkeV/by-unit/4YJMFSNQWK476,Payment,CSSU (charity),"","","",""
04/20/18,14:58:23,Eastern Time (US & Canada),Drinks,Arizona,1.0,"Regular Price, 500ml","","",$1.25,$0.00,$1.25,$0.00,fyeqwDqd7fvb7p2ErYHhAYzeV,j0orckhDyuOubxdEBY0YLQB,CSSU's iPad,"",http://squareup.com/dashboard/sales/transactions/fyeqwDqd7fvb7p2ErYHhAYzeV/by-unit/4YJMFSNQWK476,Payment,CSSU (charity),"","","",""
04/20/18,13:21:36,Eastern Time (US & Canada),Drinks,Pop,1.0,"Classic, 355ml","","",$1.00,$0.00,$1.00,$0.00,LYsnjMwQY8xnjJNrpsulfX2eV,7x7wmE8y6RQ9y3i8KXaiazMF,CSSU's iPad,"",http://squareup.com/dashboard/sales/transactions/LYsnjMwQY8xnjJNrpsulfX2eV/by-unit/4YJMFSNQWK476,Payment,CSSU (charity),"","","",""
04/20/18,13:08:58,Eastern Time (US & Canada),Drinks,Pop,1.0,"Classic, 355ml","","",$1.00,$0.00,$1.00,$0.00,LmPRBsQlAD9rRx1j9U2Two7eV,pvO21dRCWMlDupsvRqBrKQB,CSSU's iPad,"",http://squareup.com/dashboard/sales/transactions/LmPRBsQlAD9rRx1j9U2Two7eV/by-unit/4YJMFSNQWK476,Payment,CSSU (charity),"","","",""
04/20/18,12:57:51,Eastern Time (US & Canada),Snacks,Chips,1.0,"","","",$1.00,$0.00,$1.00,$0.00,dxg78HcFqb5G29uOD8Df2HweV,7kQyEjWipEBZrL4qU6V1KQB,CSSU's iPad,"",http://squareup.com/dashboard/sales/transactions/dxg78HcFqb5G29uOD8Df2HweV/by-unit/4YJMFSNQWK476,Payment,CSSU (charity),"","","",""
04/20/18,12:34:02,Eastern Time (US & Canada),Drinks,Jarritos,1.0,Mango,"","",$2.00,$0.00,$2.00,$0.00,Nb3sxVk91KFD7IlzxTy2xzreV,DEWAZjmyc14dtZljn90NKQB,CSSU's iPad,"",http://squareup.com/dashboard/sales/transactions/Nb3sxVk91KFD7IlzxTy2xzreV/by-unit/4YJMFSNQWK476,Payment,CSSU (charity),"","","",""
04/19/18,22:41:43,Eastern Time (US & Canada),Snacks,Ice Cream Sandwich,1.0,Vanilla,"","",$0.50,$0.00,$0.50,$0.00,zC1yJUMKSyhWZJQl43OHEP6eV,Fpg2OtIIDcduKUItcceDLQB,CSSU's iPad,"",http://squareup.com/dashboard/sales/transactions/zC1yJUMKSyhWZJQl43OHEP6eV/by-unit/4YJMFSNQWK476,Payment,CSSU (charity),"","","",""
04/19/18,22:40:31,Eastern Time (US & Canada),Drinks,Pop,1.0,"Classic, 355ml","","",$1.00,$0.00,$1.00,$0.00,FftJPZN29HK7hYmXLxusPdmeV,9V8wSDWSx85ZLox96Nn5KQB,CSSU's iPad,"",http://squareup.com/dashboard/sales/transactions/FftJPZN29HK7hYmXLxusPdmeV/by-unit/4YJMFSNQWK476,Payment,CSSU (charity),"","","",""
04/19/18,22:40:23,Eastern Time (US & Canada),Drinks,Pop,1.0,"Classic, 355ml","","",$1.00,$0.00,$1.00,$0.00,xHIQCj3W1PbEi5oqBELiTB7eV,xLkdAm58YZ4HPihs3JskLQB,CSSU's iPad,"",http://squareup.com/dashboard/sales/transactions/xHIQCj3W1PbEi5oqBELiTB7eV/by-unit/4YJMFSNQWK476,Payment,CSSU (charity),"","","",""
04/19/18,22:40:23,Eastern Time (US & Canada),Snacks,Ice Cream Sandwich,1.0,Vanilla,"","",$0.50,$0.00,$0.50,$0.00,xHIQCj3W1PbEi5oqBELiTB7eV,xLkdAm58YZ4HPihs3JskLQB,CSSU's iPad,"",http://squareup.com/dashboard/sales/transactions/xHIQCj3W1PbEi5oqBELiTB7eV/by-unit/4YJMFSNQWK476,Payment,CSSU (charity),"","","",""
04/19/18,22:19:18,Eastern Time (US & Canada),Snacks,Clif Regular ,1.0,Regular,"","",$2.00,$0.00,$2.00,$0.00,1tyK7qkyNYnDBOrgkrbNJL3eV,TCFAEZFGcwapukvgrsOHLQB,CSSU's iPad,"",http://squareup.com/dashboard/sales/transactions/1tyK7qkyNYnDBOrgkrbNJL3eV/by-unit/4YJMFSNQWK476,Payment,CSSU (charity),"","","",""
04/19/18,22:19:18,Eastern Time (US & Canada),None,Patties,1.0,Regular,"","",$2.00,$0.00,$2.00,$0.00,1tyK7qkyNYnDBOrgkrbNJL3eV,TCFAEZFGcwapukvgrsOHLQB,CSSU's iPad,"",http://squareup.com/dashboard/sales/transactions/1tyK7qkyNYnDBOrgkrbNJL3eV/by-unit/4YJMFSNQWK476,Payment,CSSU (charity),"","","",""
04/19/18,22:02:21,Eastern Time (US & Canada),Drinks,Arizona,1.0,"Regular Price, 500ml","","",$1.25,$0.00,$1.25,$0.00,JZv05YdqEbx3tyHHzDA1kUpeV,99YgYjOOFF6RAp0uwjLNKQB,CSSU's iPad,"",http://squareup.com/dashboard/sales/transactions/JZv05YdqEbx3tyHHzDA1kUpeV/by-unit/4YJMFSNQWK476,Payment,CSSU (charity),"","","",""
04/19/18,21:50:56,Eastern Time (US & Canada),None,Patties,1.0,Regular,"","",$2.00,$0.00,$2.00,$0.00,j8wHZ8B5R8nF8HAvuH4o0mfeV,eKmy8sWIJPnmKqZFs1O9DwMF,CSSU's iPad,"",http://squareup.com/dashboard/sales/transactions/j8wHZ8B5R8nF8HAvuH4o0mfeV/by-unit/4YJMFSNQWK476,Payment,CSSU (charity),"","","",""
04/19/18,21:32:35,Eastern Time (US & Canada),Chocolate & Candy,Maynards,1.0,Regular,"","",$1.50,$0.00,$1.50,$0.00,pTyzpK5zmwQwCJj3Gdv8RFveV,bIctLOeDozN0F1jqvOIdKQB,CSSU's iPad,"",http://squareup.com/dashboard/sales/transactions/pTyzpK5zmwQwCJj3Gdv8RFveV/by-unit/4YJMFSNQWK476,Payment,CSSU (charity),"","","",""
04/19/18,21:32:35,Eastern Time (US & Canada),Snacks,Chips,1.0,"","","",$1.00,$0.00,$1.00,$0.00,pTyzpK5zmwQwCJj3Gdv8RFveV,bIctLOeDozN0F1jqvOIdKQB,CSSU's iPad,"",http://squareup.com/dashboard/sales/transactions/pTyzpK5zmwQwCJj3Gdv8RFveV/by-unit/4YJMFSNQWK476,Payment,CSSU (charity),"","","",""
04/19/18,20:35:55,Eastern Time (US & Canada),Drinks,Jarritos,1.0,Mango,"","",$2.00,$0.00,$2.00,$0.00,pb4kPRzuUaxvw46tpXuLLNmeV,9BIfY54YQzE9XVYlTwQHKQB,CSSU's iPad,"",http://squareup.com/dashboard/sales/transactions/pb4kPRzuUaxvw46tpXuLLNmeV/by-unit/4YJMFSNQWK476,Payment,CSSU (charity),"","","",""
04/19/18,20:21:14,Eastern Time (US & Canada),Drinks,Pop,2.0,"Classic, 355ml","","",$2.00,$0.00,$2.00,$0.00,PGKhAX9OQ4Nf9IWzMoZzbL1eV,fSaqniTDAfZNz7G0fzaSKQB,CSSU's iPad,"",http://squareup.com/dashboard/sales/transactions/PGKhAX9OQ4Nf9IWzMoZzbL1eV/by-unit/4YJMFSNQWK476,Payment,CSSU (charity),"","","",""
04/19/18,19:20:22,Eastern Time (US & Canada),Drinks,Pop,1.0,"Classic, 355ml","","",$1.00,$0.00,$1.00,$0.00,xb4Btdj5lEKfWk4ubi4zTpreV,lTxKL1lJWeSHXLfUW8QVKQB,CSSU's iPad,"",http://squareup.com/dashboard/sales/transactions/xb4Btdj5lEKfWk4ubi4zTpreV/by-unit/4YJMFSNQWK476,Payment,CSSU (charity),"","","",""
04/19/18,19:19:37,Eastern Time (US & Canada),Snacks,Ice Cream Sandwich,2.0,Vanilla,"","",$1.00,$0.00,$1.00,$0.00,5PA1dqFudnGbsmhC6tM5sgoeV,TgQ7yHPQ9j4uYzNWhZHmMuMF,CSSU's iPad,"",http://squareup.com/dashboard/sales/transactions/5PA1dqFudnGbsmhC6tM5sgoeV/by-unit/4YJMFSNQWK476,Payment,CSSU (charity),"",XMS4ATC7FX342YEENW7PYZT3YC,Michael Shulman,""
04/19/18,19:06:15,Eastern Time (US & Canada),Drinks,Arizona,1.0,"Regular Price, 500ml","","",$1.25,$0.00,$1.25,$0.00,Du5ZuDrvsQxrwwnEsnttCXqeV,b8I67xCS34VbG2SIySQnLQB,CSSU's iPad,"",http://squareup.com/dashboard/sales/transactions/Du5ZuDrvsQxrwwnEsnttCXqeV/by-unit/4YJMFSNQWK476,Payment,CSSU (charity),"","","",""
04/19/18,18:55:33,Eastern Time (US & Canada),Drinks,Pop,1.0,"Classic, 355ml","","",$1.00,$0.00,$1.00,$0.00,xLQZrUIlui2W4wg3lX6y8L7eV,msqIIYNfkFvxg98uhh8L2sMF,CSSU's iPad,"",http://squareup.com/dashboard/sales/transactions/xLQZrUIlui2W4wg3lX6y8L7eV/by-unit/4YJMFSNQWK476,Payment,CSSU (charity),"","","",""
04/19/18,18:22:35,Eastern Time (US & Canada),None,Gum,1.0,Regular Price,"","",$1.25,$0.00,$1.25,$0.00,5TEKz6uyiCfGsFoVyjyFST7eV,pBD4lercQ4GIuOWSUCjkLQB,CSSU's iPad,"",http://squareup.com/dashboard/sales/transactions/5TEKz6uyiCfGsFoVyjyFST7eV/by-unit/4YJMFSNQWK476,Payment,CSSU (charity),"","","",""
04/19/18,18:00:48,Eastern Time (US & Canada),Drinks,Arizona,1.0,"Regular Price, 500ml","","",$1.25,$0.00,$1.25,$0.00,nMH3tScI0aRAT7qZzoNqv7eeV,ghr37mNqktmTERaFE77ZWxMF,CSSU's iPad,"",http://squareup.com/dashboard/sales/transactions/nMH3tScI0aRAT7qZzoNqv7eeV/by-unit/4YJMFSNQWK476,Payment,CSSU (charity),"",XMS4ATC7FX342YEENW7PYZT3YC,Michael Shulman,""
04/19/18,16:48:48,Eastern Time (US & Canada),Drinks,Pop,1.0,"Classic, 355ml","","",$1.00,$0.00,$1.00,$0.00,dPpKplUC08bF2RkDZ94nwLreV,PSgbPGpl8XrMYncwqIwlKQB,CSSU's iPad,"",http://squareup.com/dashboard/sales/transactions/dPpKplUC08bF2RkDZ94nwLreV/by-unit/4YJMFSNQWK476,Payment,CSSU (charity),"","","",""
04/19/18,16:36:19,Eastern Time (US & Canada),Chocolate & Candy,Chocolates,1.0,"","","",$1.50,$0.00,$1.50,$0.00,by3SAgUJj2CSPoTIXtNLyGweV,0fQ7nwgn4Wvk4qVEebbq5uMF,CSSU's iPad,"",http://squareup.com/dashboard/sales/transactions/by3SAgUJj2CSPoTIXtNLyGweV/by-unit/4YJMFSNQWK476,Payment,CSSU (charity),"","","",""
04/19/18,16:36:19,Eastern Time (US & Canada),Snacks,Ice Cream Sandwich,2.0,Vanilla,"","",$1.00,$0.00,$1.00,$0.00,by3SAgUJj2CSPoTIXtNLyGweV,0fQ7nwgn4Wvk4qVEebbq5uMF,CSSU's iPad,"",http://squareup.com/dashboard/sales/transactions/by3SAgUJj2CSPoTIXtNLyGweV/by-unit/4YJMFSNQWK476,Payment,CSSU (charity),"","","",""
04/19/18,15:59:45,Eastern Time (US & Canada),Drinks,Pop,1.0,"Classic, 355ml","","",$1.00,$0.00,$1.00,$0.00,fKUbOBPz9kJiZecvEjyYnyjeV,FtYZQ6SZ9SglcFRGnImVsxMF,CSSU's iPad,"",http://squareup.com/dashboard/sales/transactions/fKUbOBPz9kJiZecvEjyYnyjeV/by-unit/4YJMFSNQWK476,Payment,CSSU (charity),"","","",""
04/19/18,15:48:39,Eastern Time (US & Canada),Drinks,Pop,1.0,"Classic, 355ml","","",$1.00,$0.00,$1.00,$0.00,jmnug2NaE9yiZ692vsXaJLfeV,vX5LCoKDEzCRW3wAh7zHwzMF,CSSU's iPad,"",http://squareup.com/dashboard/sales/transactions/jmnug2NaE9yiZ692vsXaJLfeV/by-unit/4YJMFSNQWK476,Payment,CSSU (charity),"","","",""
04/19/18,15:33:18,Eastern Time (US & Canada),Chocolate & Candy,Chocolates,1.0,"","","",$1.50,$0.00,$1.50,$0.00,RXOT2Pd6FtfZAzlCfNM0hxAfV,FVSSj2NliaJIAd1W0o7ZKQB,CSSU's iPad,"",http://squareup.com/dashboard/sales/transactions/RXOT2Pd6FtfZAzlCfNM0hxAfV/by-unit/4YJMFSNQWK476,Payment,CSSU (charity),"","","",""
04/19/18,15:30:46,Eastern Time (US & Canada),Snacks,Protein ,1.0,Regular,"","",$2.25,$0.00,$2.25,$0.00,zS3hYpxoyiYwUCOEbLJlTYoeV,6ntWumo528GeyNtoMJx8OxMF,CSSU's iPad,"",http://squareup.com/dashboard/sales/transactions/zS3hYpxoyiYwUCOEbLJlTYoeV/by-unit/4YJMFSNQWK476,Payment,CSSU (charity),"","","",""
04/19/18,15:20:09,Eastern Time (US & Canada),Drinks,Arizona,1.0,"Regular Price, 500ml","","",$1.25,$0.00,$1.25,$0.00,1pwuTtm3CUd6i8ReTFb4bareV,Xo7yY7JBX2ajIXDelrAJKQB,CSSU's iPad,"",http://squareup.com/dashboard/sales/transactions/1pwuTtm3CUd6i8ReTFb4bareV/by-unit/4YJMFSNQWK476,Payment,CSSU (charity),"","","",""
04/19/18,15:00:08,Eastern Time (US & Canada),Snacks,Ice Cream Sandwich,2.0,Vanilla,"","",$1.00,$0.00,$1.00,$0.00,lFIr6glagRheazLkcHsLZdpeV,hrPOTzpSdByUlI6qF99uPxMF,CSSU's iPad,"",http://squareup.com/dashboard/sales/transactions/lFIr6glagRheazLkcHsLZdpeV/by-unit/4YJMFSNQWK476,Payment,CSSU (charity),"","","",""
04/19/18,14:59:54,Eastern Time (US & Canada),Snacks,Ice Cream Sandwich,2.0,Vanilla,"","",$1.00,$0.00,$1.00,$0.00,TCpMz6LJhyL3uxO9Nz82ucAfV,HobKX8LbJXc3PTJHShHcLQB,CSSU's iPad,"",http://squareup.com/dashboard/sales/transactions/TCpMz6LJhyL3uxO9Nz82ucAfV/by-unit/4YJMFSNQWK476,Payment,CSSU (charity),"","","",""
