Date,Time,Time Zone,Category,Item,Qty,Price Point Name,SKU,Modifiers Applied,Gross Sales,Discounts,Net Sales,Tax,Transaction ID,Payment ID,Device Name,Notes,Details,Event Type,Location,Dining Option,Customer ID,Customer Name,Customer Reference ID
02/08/18,15:59:56,Eastern Time (US & Canada),Snacks,Ice Cream Sandwich,1.0,Vanilla,"","",$0.50,$0.00,$0.50,$0.00,hnA6qnu23uzEcZQhD4tXey5eV,D61uh0y7Ij2LhTRB6nmwJQB,CSSU's iPad,"",http://squareup.com/dashboard/sales/transactions/hnA6qnu23uzEcZQhD4tXey5eV/by-unit/4YJMFSNQWK476,Payment,CSSU (charity),"","","",""
02/08/18,15:56:35,Eastern Time (US & Canada),Snacks,Ice Cream Sandwich,1.0,Vanilla,"","",$0.50,$0.00,$0.50,$0.00,jKxSmrrrTpg2okb885hyWI8eV,FFmm4RECznouDxbo5vZhKQB,CSSU's iPad,"",http://squareup.com/dashboard/sales/transactions/jKxSmrrrTpg2okb885hyWI8eV/by-unit/4YJMFSNQWK476,Payment,CSSU (charity),"","","",""
02/07/18,21:17:17,Eastern Time (US & Canada),Snacks,Ice Cream Sandwich,2.0,Vanilla,"","",$1.00,$0.00,$1.00,$0.00,budkDGYKvThAf3eN0XDMXV7eV,0RtsHDlbiGANyfXECFwIIzMF,CSSU's iPad,"",http://squareup.com/dashboard/sales/transactions/budkDGYKvThAf3eN0XDMXV7eV/by-unit/4YJMFSNQWK476,Payment,CSSU (charity),"","","",""
02/07/18,21:17:08,Eastern Time (US & Canada),Snacks,Ice Cream Sandwich,3.0,Vanilla,"","",$1.50,$0.00,$1.50,$0.00,r0eHebC8wJILp1wVKdspnooeV,v410XL4oNSpDd3KvUaJ2KQB,CSSU's iPad,"",http://squareup.com/dashboard/sales/transactions/r0eHebC8wJILp1wVKdspnooeV/by-unit/4YJMFSNQWK476,Payment,CSSU (charity),"","","",""
02/07/18,21:10:17,Eastern Time (US & Canada),Drinks,Pop,1.0,"Classic, 355ml","","",$1.00,$0.00,$1.00,$0.00,jY2Hj8Xm0AqMXlewA2dPpr4eV,WgVrZcGiDmc7NbHq3F591xMF,CSSU's iPad,"",http://squareup.com/dashboard/sales/transactions/jY2Hj8Xm0AqMXlewA2dPpr4eV/by-unit/4YJMFSNQWK476,Payment,CSSU (charity),"",JAVPPXYKWX38CXAT844VCAFZ1G,Shubham.mr Dhond,""
02/07/18,21:10:17,Eastern Time (US & Canada),Snacks,Ice Cream Sandwich,1.0,Vanilla,"","",$0.50,$0.00,$0.50,$0.00,jY2Hj8Xm0AqMXlewA2dPpr4eV,WgVrZcGiDmc7NbHq3F591xMF,CSSU's iPad,"",http://squareup.com/dashboard/sales/transactions/jY2Hj8Xm0AqMXlewA2dPpr4eV/by-unit/4YJMFSNQWK476,Payment,CSSU (charity),"",JAVPPXYKWX38CXAT844VCAFZ1G,Shubham.mr Dhond,""
02/07/18,19:34:30,Eastern Time (US & Canada),Snacks,Ice Cream Sandwich,5.0,Vanilla,"","",$2.50,$0.00,$2.50,$0.00,NtGLrzwmQuFAALjOUH6rejveV,pzcMhpAp8zgRGavPGmcDLQB,CSSU's iPad,"",http://squareup.com/dashboard/sales/transactions/NtGLrzwmQuFAALjOUH6rejveV/by-unit/4YJMFSNQWK476,Payment,CSSU (charity),"","","",""
02/07/18,18:44:22,Eastern Time (US & Canada),Snacks,Ice Cream Sandwich,1.0,Vanilla,"","",$0.50,$0.00,$0.50,$0.00,PKe2mZMj7LgvlTwEx9hdQ64eV,TTv1ruA9mOFh9iTPZQwdnvMF,CSSU's iPad,"",http://squareup.com/dashboard/sales/transactions/PKe2mZMj7LgvlTwEx9hdQ64eV/by-unit/4YJMFSNQWK476,Payment,CSSU (charity),"","","",""
02/07/18,18:44:22,Eastern Time (US & Canada),Drinks,Jarritos,1.0,Mango,"","",$2.00,$0.00,$2.00,$0.00,PKe2mZMj7LgvlTwEx9hdQ64eV,TTv1ruA9mOFh9iTPZQwdnvMF,CSSU's iPad,"",http://squareup.com/dashboard/sales/transactions/PKe2mZMj7LgvlTwEx9hdQ64eV/by-unit/4YJMFSNQWK476,Payment,CSSU (charity),"","","",""
02/07/18,18:40:46,Eastern Time (US & Canada),Snacks,Ice Cream Sandwich,1.0,Vanilla,"","",$0.50,$0.00,$0.50,$0.00,bQcrPeLENG8w4S8HTWDK8O5eV,z2N3idDQQmnNYjZFTWViLQB,CSSU's iPad,"",http://squareup.com/dashboard/sales/transactions/bQcrPeLENG8w4S8HTWDK8O5eV/by-unit/4YJMFSNQWK476,Payment,CSSU (charity),"","","",""
02/07/18,18:23:02,Eastern Time (US & Canada),Snacks,Ice Cream Sandwich,1.0,Vanilla,"","",$0.50,$0.00,$0.50,$0.00,Z5XM6cyFqW3fkBYIcRebCFAfV,noxlZe78PVL2QQ6qSfjIKQB,CSSU's iPad,"",http://squareup.com/dashboard/sales/transactions/Z5XM6cyFqW3fkBYIcRebCFAfV/by-unit/4YJMFSNQWK476,Payment,CSSU (charity),"","","",""
02/07/18,18:22:54,Eastern Time (US & Canada),Snacks,Ice Cream Sandwich,1.0,Vanilla,"","",$0.50,$0.00,$0.50,$0.00,DS5enKKYS4kZciFdTGOOaKfeV,93Z05hn1f9GyAZXcT5YRLQB,CSSU's iPad,"",http://squareup.com/dashboard/sales/transactions/DS5enKKYS4kZciFdTGOOaKfeV/by-unit/4YJMFSNQWK476,Payment,CSSU (charity),"","","",""
02/07/18,18:21:55,Eastern Time (US & Canada),Snacks,Ice Cream Sandwich,2.0,Vanilla,"","",$1.00,$0.00,$1.00,$0.00,budcdLPOuVUUMkF2jLBFw7eeV,mp6HLq1ws1ORl1ENZbMDzsMF,CSSU's iPad,"",http://squareup.com/dashboard/sales/transactions/budcdLPOuVUUMkF2jLBFw7eeV/by-unit/4YJMFSNQWK476,Payment,CSSU (charity),"",P40MXFDR8D7AJMQGQMHQ5FQQXG,Tasawar Sattar,""
02/07/18,17:45:11,Eastern Time (US & Canada),Snacks,Ice Cream Sandwich,1.0,Vanilla,"","",$0.50,$0.00,$0.50,$0.00,dJigzUqunIdGIV8JXwrF3h8eV,XMpy9FVvbseEaMZnFicZKQB,CSSU's iPad,"",http://squareup.com/dashboard/sales/transactions/dJigzUqunIdGIV8JXwrF3h8eV/by-unit/4YJMFSNQWK476,Payment,CSSU (charity),"","","",""
02/07/18,17:38:53,Eastern Time (US & Canada),Snacks,Chips,1.0,"","","",$1.00,$0.00,$1.00,$0.00,tBE7c9JiKbQ1BeyGJzP9kSkeV,XcfVtKDQshPiNJPz2jghKQB,CSSU's iPad,"",http://squareup.com/dashboard/sales/transactions/tBE7c9JiKbQ1BeyGJzP9kSkeV/by-unit/4YJMFSNQWK476,Payment,CSSU (charity),"","","",""
02/07/18,17:38:53,Eastern Time (US & Canada),Snacks,Ice Cream Sandwich,1.0,Vanilla,"","",$0.50,$0.00,$0.50,$0.00,tBE7c9JiKbQ1BeyGJzP9kSkeV,XcfVtKDQshPiNJPz2jghKQB,CSSU's iPad,"",http://squareup.com/dashboard/sales/transactions/tBE7c9JiKbQ1BeyGJzP9kSkeV/by-unit/4YJMFSNQWK476,Payment,CSSU (charity),"","","",""
02/07/18,15:58:59,Eastern Time (US & Canada),Snacks,Ice Cream Sandwich,1.0,Vanilla,"","",$0.50,$0.00,$0.50,$0.00,Vjxu47qzFKrKpgs80ixR7V2eV,1dMnDbIOoE5BKMQkpoqbKQB,CSSU's iPad,"",http://squareup.com/dashboard/sales/transactions/Vjxu47qzFKrKpgs80ixR7V2eV/by-unit/4YJMFSNQWK476,Payment,CSSU (charity),"","","",""
02/07/18,15:46:03,Eastern Time (US & Canada),Snacks,Ice Cream Sandwich,1.0,Vanilla,"","",$0.50,$0.00,$0.50,$0.00,DqN4GSNe9AnuFY5PbzSluyseV,nQXiTeLL62VbAkqArnm6JQB,CSSU's iPad,"",http://squareup.com/dashboard/sales/transactions/DqN4GSNe9AnuFY5PbzSluyseV/by-unit/4YJMFSNQWK476,Payment,CSSU (charity),"","","",""
02/07/18,15:08:12,Eastern Time (US & Canada),Snacks,Ice Cream Sandwich,1.0,Vanilla,"","",$0.50,$0.00,$0.50,$0.00,7G5UzvRlHi9B6DLy6cpCLsjeV,fUp38j749cdwIZPkvxMKLQB,CSSU's iPad,"",http://squareup.com/dashboard/sales/transactions/7G5UzvRlHi9B6DLy6cpCLsjeV/by-unit/4YJMFSNQWK476,Payment,CSSU (charity),"","","",""
02/07/18,15:03:46,Eastern Time (US & Canada),Snacks,Ice Cream Sandwich,2.0,Vanilla,"","",$1.00,$0.00,$1.00,$0.00,7qFLq0rEm12xd54wKsifjz4eV,bYVGJYxH5jJMN9oJbfNnWvMF,CSSU's iPad,"",http://squareup.com/dashboard/sales/transactions/7qFLq0rEm12xd54wKsifjz4eV/by-unit/4YJMFSNQWK476,Payment,CSSU (charity),"","","",""
02/07/18,15:01:12,Eastern Time (US & Canada),Snacks,Ice Cream Sandwich,2.0,Vanilla,"","",$1.00,$0.00,$1.00,$0.00,Pekuh2LBBID0p7VhFB32ph1eV,3AvcnSTgv9szxEUVTNdbLQB,CSSU's iPad,"",http://squareup.com/dashboard/sales/transactions/Pekuh2LBBID0p7VhFB32ph1eV/by-unit/4YJMFSNQWK476,Payment,CSSU (charity),"","","",""
02/07/18,13:04:42,Eastern Time (US & Canada),Drinks,Jarritos,1.0,Mango,"","",$2.00,$0.00,$2.00,$0.00,R9RpzmpPGAotCkGfRgrLE6eeV,11wzRSkmx0hmCwWVBSuDKQB,CSSU's iPad,"",http://squareup.com/dashboard/sales/transactions/R9RpzmpPGAotCkGfRgrLE6eeV/by-unit/4YJMFSNQWK476,Payment,CSSU (charity),"","","",""
02/07/18,13:04:42,Eastern Time (US & Canada),Snacks,Ice Cream Sandwich,1.0,Vanilla,"","",$0.50,$0.00,$0.50,$0.00,R9RpzmpPGAotCkGfRgrLE6eeV,11wzRSkmx0hmCwWVBSuDKQB,CSSU's iPad,"",http://squareup.com/dashboard/sales/transactions/R9RpzmpPGAotCkGfRgrLE6eeV/by-unit/4YJMFSNQWK476,Payment,CSSU (charity),"","","",""
02/07/18,12:42:04,Eastern Time (US & Canada),Snacks,Ice Cream Sandwich,2.0,Vanilla,"","",$1.00,$0.00,$1.00,$0.00,LEmJtdEBHrXz5aPRtVruV7weV,pU9WuczarEhNREpUiDr40xMF,CSSU's iPad,"",http://squareup.com/dashboard/sales/transactions/LEmJtdEBHrXz5aPRtVruV7weV/by-unit/4YJMFSNQWK476,Payment,CSSU (charity),"","","",""
02/06/18,20:12:26,Eastern Time (US & Canada),Snacks,Ice Cream Sandwich,1.0,Vanilla,"","",$0.50,$0.00,$0.50,$0.00,NF46TKxFVXmfJMyIvty2QPmeV,ZBRrcgmHworpbfnqUc0fKQB,CSSU's iPad,"",http://squareup.com/dashboard/sales/transactions/NF46TKxFVXmfJMyIvty2QPmeV/by-unit/4YJMFSNQWK476,Payment,CSSU (charity),"","","",""
02/06/18,20:01:07,Eastern Time (US & Canada),Snacks,Ice Cream Sandwich,2.0,Vanilla,"","",$1.00,$0.00,$1.00,$0.00,JVB0Q48tghuWL2d0uhHNh8ieV,7oi2g2oMjGmv9Zsu24glKQB,CSSU's iPad,"",http://squareup.com/dashboard/sales/transactions/JVB0Q48tghuWL2d0uhHNh8ieV/by-unit/4YJMFSNQWK476,Payment,CSSU (charity),"","","",""
02/06/18,19:48:47,Eastern Time (US & Canada),Snacks,Ice Cream Sandwich,1.0,Vanilla,"","",$0.50,$0.00,$0.50,$0.00,xPyZ1FkBVRYkQQS8CFSWV9jeV,ZrkKulelVn5IwhxQbhNNKQB,CSSU's iPad,"",http://squareup.com/dashboard/sales/transactions/xPyZ1FkBVRYkQQS8CFSWV9jeV/by-unit/4YJMFSNQWK476,Payment,CSSU (charity),"","","",""
02/06/18,19:22:04,Eastern Time (US & Canada),Snacks,Ice Cream Sandwich,2.0,Vanilla,"","",$1.00,$0.00,$1.00,$0.00,rGNqyBSSzw4WcQaIVPYEkOueV,LUCLLY7OAFSrm02EovuSLQB,CSSU's iPad,"",http://squareup.com/dashboard/sales/transactions/rGNqyBSSzw4WcQaIVPYEkOueV/by-unit/4YJMFSNQWK476,Payment,CSSU (charity),"","","",""
02/06/18,18:22:14,Eastern Time (US & Canada),Snacks,Ice Cream Sandwich,1.0,Vanilla,"","",$0.50,$0.00,$0.50,$0.00,vYTPrgKgwXlX0gQF3Z8QwqxeV,n8dKXERa13eRdHo2EbDLKQB,CSSU's iPad,"",http://squareup.com/dashboard/sales/transactions/vYTPrgKgwXlX0gQF3Z8QwqxeV/by-unit/4YJMFSNQWK476,Payment,CSSU (charity),"","","",""
02/06/18,17:41:43,Eastern Time (US & Canada),Snacks,Ice Cream Sandwich,2.0,Vanilla,"","",$1.00,$0.00,$1.00,$0.00,rafoNOvxasZobPWdkb0pKNteV,fSITqR6M7fCaXffvP7EDLQB,CSSU's iPad,"",http://squareup.com/dashboard/sales/transactions/rafoNOvxasZobPWdkb0pKNteV/by-unit/4YJMFSNQWK476,Payment,CSSU (charity),"","","",""
02/06/18,17:21:24,Eastern Time (US & Canada),Snacks,Ice Cream Sandwich,1.0,Vanilla,"","",$0.50,$0.00,$0.50,$0.00,v2Wlxs4wQzpt09reIa1tDV5eV,X0RMJH7ioVWEftfMbj64JQB,CSSU's iPad,"",http://squareup.com/dashboard/sales/transactions/v2Wlxs4wQzpt09reIa1tDV5eV/by-unit/4YJMFSNQWK476,Payment,CSSU (charity),"","","",""
02/06/18,16:42:20,Eastern Time (US & Canada),Snacks,Ice Cream Sandwich,3.0,Vanilla,"","",$1.50,$0.00,$1.50,$0.00,ve4wHOeWtK5yKatW0i4uae9eV,v4nKvTCCnCp90FKIdsg26uMF,CSSU's iPad,"",http://squareup.com/dashboard/sales/transactions/ve4wHOeWtK5yKatW0i4uae9eV/by-unit/4YJMFSNQWK476,Payment,CSSU (charity),"","","",""
02/06/18,11:26:12,Eastern Time (US & Canada),Snacks,Ice Cream Sandwich,1.0,Vanilla,"","",$0.50,$0.00,$0.50,$0.00,76lzQofIstx4hTKz2twTTKxeV,ppBzuh99RJP7mLb7GdPKLQB,CSSU's iPad,"",http://squareup.com/dashboard/sales/transactions/76lzQofIstx4hTKz2twTTKxeV/by-unit/4YJMFSNQWK476,Payment,CSSU (charity),"","","",""
02/05/18,21:48:08,Eastern Time (US & Canada),Snacks,Ice Cream Sandwich,1.0,Vanilla,"","",$0.50,$0.00,$0.50,$0.00,XcLTNK4c5fYD6iMCQ8msVXneV,7SHcDWVF8Xoj5gJwxKJiLQB,CSSU's iPad,"",http://squareup.com/dashboard/sales/transactions/XcLTNK4c5fYD6iMCQ8msVXneV/by-unit/4YJMFSNQWK476,Payment,CSSU (charity),"","","",""
02/05/18,21:48:08,Eastern Time (US & Canada),Snacks,Chips,1.0,"","","",$1.00,$0.00,$1.00,$0.00,XcLTNK4c5fYD6iMCQ8msVXneV,7SHcDWVF8Xoj5gJwxKJiLQB,CSSU's iPad,"",http://squareup.com/dashboard/sales/transactions/XcLTNK4c5fYD6iMCQ8msVXneV/by-unit/4YJMFSNQWK476,Payment,CSSU (charity),"","","",""
02/05/18,20:29:36,Eastern Time (US & Canada),Snacks,Ice Cream Sandwich,2.0,Vanilla,"","",$1.00,$0.00,$1.00,$0.00,9H188loaX6jB15XupfgtW93eV,5lNlKmUekKNAKWPZGse1qvMF,CSSU's iPad,"",http://squareup.com/dashboard/sales/transactions/9H188loaX6jB15XupfgtW93eV/by-unit/4YJMFSNQWK476,Payment,CSSU (charity),"","","",""
02/05/18,20:20:41,Eastern Time (US & Canada),Snacks,Ice Cream Sandwich,1.0,Vanilla,"","",$0.50,$0.00,$0.50,$0.00,5vYlX4TGzf7iMspzTZ9e4D6eV,HYZPqZPgG8acYvBqRkDlLQB,CSSU's iPad,"",http://squareup.com/dashboard/sales/transactions/5vYlX4TGzf7iMspzTZ9e4D6eV/by-unit/4YJMFSNQWK476,Payment,CSSU (charity),"","","",""
02/05/18,20:15:35,Eastern Time (US & Canada),Snacks,Ice Cream Sandwich,1.0,Vanilla,"","",$0.50,$0.00,$0.50,$0.00,X6Qw4hxhvuo75A2soMtmMkteV,BVzwaoSxD1DZzzg4ejXPKQB,CSSU's iPad,"",http://squareup.com/dashboard/sales/transactions/X6Qw4hxhvuo75A2soMtmMkteV/by-unit/4YJMFSNQWK476,Payment,CSSU (charity),"","","",""
02/05/18,20:14:54,Eastern Time (US & Canada),Snacks,Ice Cream Sandwich,1.0,Vanilla,"","",$0.50,$0.00,$0.50,$0.00,HuSqMZvd4RNh4uNaURiR926eV,dDdlcHidwRAIcugbVZ2IKQB,CSSU's iPad,"",http://squareup.com/dashboard/sales/transactions/HuSqMZvd4RNh4uNaURiR926eV/by-unit/4YJMFSNQWK476,Payment,CSSU (charity),"","","",""
02/05/18,19:57:47,Eastern Time (US & Canada),Snacks,Ice Cream Sandwich,2.0,Vanilla,"","",$1.00,$0.00,$1.00,$0.00,lxKv5UHzmLWAoLLwlvaETRxeV,F0GjYfSjDXIhLf0T0gQ8LvMF,CSSU's iPad,"",http://squareup.com/dashboard/sales/transactions/lxKv5UHzmLWAoLLwlvaETRxeV/by-unit/4YJMFSNQWK476,Payment,CSSU (charity),"","","",""
02/05/18,19:57:47,Eastern Time (US & Canada),Drinks,Jarritos,1.0,Mango,"","",$2.00,$0.00,$2.00,$0.00,lxKv5UHzmLWAoLLwlvaETRxeV,F0GjYfSjDXIhLf0T0gQ8LvMF,CSSU's iPad,"",http://squareup.com/dashboard/sales/transactions/lxKv5UHzmLWAoLLwlvaETRxeV/by-unit/4YJMFSNQWK476,Payment,CSSU (charity),"","","",""
02/05/18,19:53:36,Eastern Time (US & Canada),Snacks,Ice Cream Sandwich,3.0,Vanilla,"","",$1.50,$0.00,$1.50,$0.00,PKysonK8rrYqOO6lJfHITgjeV,hXAYL5SmJxhprZWlQ30VLQB,CSSU's iPad,"",http://squareup.com/dashboard/sales/transactions/PKysonK8rrYqOO6lJfHITgjeV/by-unit/4YJMFSNQWK476,Payment,CSSU (charity),"","","",""
